age,workclass,education,education_num,marital_status,occupation,relationship,race,capital_gain,capital_loss,hours_per_week,native_country,sex_encoded,income
60,2,12,3,0,2,5,4,0,0,57,9,0,0
33,2,12,13,2,6,1,2,0,0,60,9,0,1
31,2,5,15,2,1,1,4,0,0,66,9,1,0
20,2,2,5,4,5,4,4,0,0,71,9,1,0
41,6,7,15,2,11,4,4,0,0,7,9,0,0
85,2,10,10,2,9,5,4,0,0,25,9,1,0
24,1,12,7,4,11,3,4,0,0,62,9,0,0
85,2,8,9,5,0,3,4,0,0,85,5,1,1
38,6,0,4,0,4,5,2,0,0,97,2,1,1
22,2,1,1,4,8,5,4,97420,0,47,9,1,0
22,2,3,9,4,13,3,4,0,0,10,9,0,0
45,2,9,14,0,9,0,4,10334,0,14,9,0,0
52,2,1,14,2,8,0,4,0,0,93,9,1,1
62,2,4,2,2,11,2,1,0,0,40,9,0,0
35,2,5,4,2,3,3,4,0,0,90,9,0,1
62,2,5,15,0,12,4,4,75530,0,98,9,1,0
17,2,15,6,2,2,3,4,0,0,12,9,1,1
33,2,9,7,2,8,5,4,0,0,39,9,1,0
60,6,14,9,4,10,2,4,0,0,11,9,1,0
56,2,15,15,1,7,1,4,0,0,90,9,1,1
71,2,12,14,4,10,4,4,0,0,9,9,1,1
36,3,3,5,2,2,1,4,0,0,72,9,1,0
64,2,10,13,2,7,2,4,0,0,59,9,1,0
31,2,15,7,2,13,5,2,0,0,92,9,1,0
45,1,11,11,2,8,4,4,0,0,98,1,1,1
48,4,10,11,2,12,3,4,0,0,34,9,1,1
41,4,15,11,2,2,4,3,0,0,4,9,1,0
59,2,9,3,2,11,4,4,0,0,74,9,1,1
50,5,15,4,4,4,1,4,0,0,38,9,1,0
86,1,2,7,4,11,1,4,0,1017,76,9,1,1
57,2,11,4,4,1,0,1,69342,0,95,4,1,1
41,2,15,13,2,11,0,2,0,4062,76,9,0,1
56,2,15,8,2,12,2,4,0,0,64,9,1,1
28,2,7,10,2,10,3,4,0,0,96,9,0,1
75,2,14,8,0,5,3,4,0,0,94,9,1,1
39,2,4,12,5,9,3,4,0,0,31,9,0,0
55,2,8,8,2,13,2,1,0,0,9,9,1,0
38,1,14,5,2,12,5,4,0,0,66,9,1,1
17,2,4,1,4,5,1,4,57535,0,30,9,1,0
74,2,5,7,0,13,3,4,0,0,58,9,1,0
86,2,1,12,0,8,1,4,33273,0,69,9,0,0
84,2,9,10,0,8,4,4,94909,0,77,9,0,0
64,5,6,2,2,10,5,4,0,0,79,9,1,1
84,2,6,9,2,12,0,4,0,0,61,9,0,0
24,2,1,3,4,13,0,4,0,0,42,9,1,0
64,2,11,8,2,1,1,4,0,0,77,9,1,0
64,2,12,15,2,3,4,4,0,0,58,9,1,1
64,2,3,15,2,2,1,4,0,0,98,9,0,1
45,2,12,15,0,8,5,4,0,0,3,9,1,0
72,2,11,2,5,11,3,4,0,0,68,9,1,1
35,2,7,7,4,11,4,4,0,0,73,5,1,0
27,2,10,1,5,13,2,4,0,0,21,9,1,1
70,2,12,6,2,7,3,2,0,0,52,9,1,1
64,6,0,11,2,8,4,4,0,0,85,9,1,1
82,2,13,3,2,6,2,3,0,0,81,9,0,0
22,4,5,4,2,0,4,4,0,0,26,9,1,1
30,2,1,13,2,8,0,3,0,0,63,8,1,0
84,6,4,9,4,6,1,4,44208,0,83,9,1,0
51,2,2,6,2,12,3,4,0,0,75,9,1,1
31,2,9,4,4,13,4,4,0,0,2,9,1,1
72,2,5,3,4,13,1,4,0,3421,63,9,1,0
75,2,12,5,2,7,3,4,0,0,27,9,1,0
20,6,8,6,4,9,1,1,0,0,50,9,1,0
49,2,6,2,2,0,0,4,0,0,11,9,0,0
29,2,7,10,4,12,5,4,74872,0,5,9,0,0
60,2,3,14,2,13,1,4,0,0,58,9,1,1
25,6,12,11,2,1,0,4,96145,0,66,9,1,1
24,2,5,6,4,13,2,4,0,0,72,9,0,0
83,0,0,1,4,8,3,4,0,0,73,5,1,0
77,2,2,4,2,4,4,4,0,0,33,9,1,0
65,2,12,13,2,12,5,4,0,0,49,9,1,1
70,2,4,4,2,9,0,4,0,0,47,9,1,1
63,2,12,1,1,3,1,2,0,0,60,9,1,0
39,3,2,13,2,13,4,4,0,0,57,9,1,0
64,2,10,14,2,9,0,4,0,0,39,9,1,1
60,2,15,14,4,8,5,4,0,0,35,9,1,0
69,2,4,12,2,5,1,4,0,4045,75,9,0,0
28,2,2,14,0,8,3,4,0,0,42,3,0,0
68,6,12,3,1,7,1,2,0,0,78,9,1,1
89,2,5,10,0,12,4,4,0,0,59,9,1,0
34,2,12,10,4,7,2,4,0,0,11,9,1,0
22,6,15,9,2,5,2,4,0,0,91,9,1,0
41,2,4,2,2,7,4,4,0,0,90,9,0,0
87,2,8,8,0,4,3,4,53626,0,56,9,0,1
17,4,7,12,0,3,1,4,0,0,81,9,1,0
57,1,1,1,2,6,3,4,0,0,79,9,1,1
25,4,8,2,4,8,5,4,0,0,22,9,1,0
88,6,5,3,6,3,2,4,0,0,69,9,0,0
60,2,2,15,0,5,4,4,0,0,76,1,1,1
49,2,11,5,2,6,3,4,0,0,44,9,0,1
80,2,4,14,0,10,4,4,0,0,30,9,0,0
73,2,3,10,0,13,3,4,0,0,65,9,1,1
58,2,0,3,4,12,0,4,0,0,97,9,1,0
79,2,2,7,4,4,3,4,0,0,26,9,1,0
87,2,5,8,4,11,4,4,0,0,20,9,0,1
85,2,1,1,2,5,0,4,0,0,88,1,0,0
23,4,7,7,0,3,4,4,2350,0,76,9,1,0
29,2,14,1,2,2,5,4,0,0,45,9,0,0
87,2,9,7,4,13,1,4,0,0,53,9,0,1
67,2,7,8,5,9,2,4,0,0,23,8,1,0
89,2,6,13,4,4,2,4,0,0,62,9,1,0
31,2,11,6,2,5,1,4,0,1021,44,9,1,1
47,3,10,15,0,10,3,4,0,0,56,9,1,1
74,2,11,10,2,6,0,4,0,0,36,9,1,1
26,2,10,9,4,13,2,4,0,0,20,9,1,0
68,2,11,5,2,9,3,4,0,0,35,9,1,1
58,6,14,15,4,13,3,4,0,0,31,9,0,1
81,2,12,11,2,5,0,0,0,0,17,9,0,0
37,2,11,2,0,2,5,4,0,3540,43,9,1,0
62,2,13,4,2,3,3,2,0,0,5,9,1,0
21,2,5,3,4,5,3,4,0,0,19,9,0,0
75,6,9,9,2,2,4,1,0,0,69,6,1,1
60,1,12,4,2,13,2,4,0,0,28,9,0,0
49,2,9,15,2,13,3,4,0,0,83,9,1,1
67,2,9,4,2,5,4,4,0,0,26,9,1,1
76,5,8,2,4,10,3,4,0,0,43,9,1,0
50,2,12,4,5,5,0,4,86800,0,19,9,1,0
42,2,5,2,2,2,4,4,0,0,74,9,0,0
51,2,12,3,4,0,5,4,22253,0,79,9,1,1
50,2,11,2,0,0,2,4,0,0,7,6,1,0
43,2,8,13,2,0,3,2,0,0,61,9,1,1
80,2,1,10,2,7,3,4,0,0,94,9,1,0
39,2,10,9,4,9,3,4,0,0,1,9,1,1
51,2,4,7,2,5,0,4,3061,0,39,9,0,0
83,6,5,15,4,3,5,1,0,0,91,9,0,1
68,1,14,6,0,13,1,4,0,0,79,9,1,0
48,6,7,9,2,13,3,4,0,0,36,9,1,1
71,2,2,14,4,10,2,4,0,0,49,9,1,0
42,2,14,5,2,0,4,4,0,0,1,9,1,0
34,2,0,9,2,9,0,4,0,0,34,2,1,0
42,2,15,5,0,0,4,2,0,0,17,9,1,0
69,2,4,14,4,3,3,4,0,0,75,5,1,0
46,2,8,15,2,5,4,4,0,0,54,5,0,0
51,2,0,2,4,9,3,4,0,0,74,9,1,0
89,1,14,2,4,8,0,4,0,0,85,9,0,1
70,2,14,15,4,3,3,4,0,0,73,9,1,0
61,2,8,12,4,5,1,4,0,0,18,1,0,1
88,2,1,12,4,7,0,4,0,0,24,9,0,1
39,2,6,11,4,0,2,0,51072,2476,84,9,0,1
61,1,4,11,2,6,5,3,0,0,62,9,0,1
23,2,5,1,2,9,1,1,0,0,35,9,1,0
56,2,15,10,0,5,5,4,0,0,4,9,1,0
22,2,1,1,5,4,3,4,0,0,3,2,1,0
17,2,8,7,4,5,0,4,0,0,73,9,0,0
19,2,15,10,4,13,5,4,0,0,35,9,0,0
32,2,7,11,2,5,2,4,0,0,91,9,1,1
34,4,9,10,4,10,0,4,0,0,86,9,1,1
63,1,9,14,0,9,3,2,0,0,65,9,0,0
72,2,7,2,2,8,1,4,0,0,13,9,1,0
44,2,4,12,4,5,3,4,0,0,54,9,1,0
30,2,5,7,4,6,5,4,0,0,82,9,1,1
29,4,15,1,0,1,4,4,0,4127,10,9,1,0
18,2,13,10,4,9,1,1,61332,0,74,9,1,0
18,2,13,3,4,5,5,4,0,0,86,9,1,0
60,2,4,9,5,10,0,4,0,0,18,9,1,1
85,2,13,6,2,9,2,4,0,0,9,9,0,0
45,2,8,4,2,13,2,4,0,0,19,9,1,1
59,6,2,6,2,5,4,1,0,0,3,9,0,0
41,2,1,6,6,12,4,4,0,0,3,9,0,0
31,2,0,1,4,10,4,4,0,0,55,9,1,0
33,2,0,11,0,8,3,4,0,0,4,0,0,1
89,4,13,6,4,1,2,2,0,0,5,9,0,1
63,2,9,3,4,10,1,4,0,0,11,9,0,0
51,2,7,7,0,13,1,4,0,3082,87,9,1,0
17,1,15,8,4,6,2,4,0,0,76,9,1,0
19,0,4,2,2,7,1,4,0,0,21,9,1,0
51,5,2,12,4,5,0,2,0,0,82,9,1,0
20,6,9,7,2,5,4,4,0,0,94,9,1,1
17,2,10,3,2,11,1,4,0,0,67,5,0,0
89,3,14,7,4,4,3,2,12892,0,84,9,1,0
75,2,13,14,4,6,3,4,0,0,48,9,0,1
67,2,13,11,2,2,5,4,0,0,15,9,0,0
40,2,7,14,2,9,4,4,0,0,60,9,1,0
87,2,11,1,2,13,5,4,84202,2083,31,9,1,1
38,2,5,11,2,10,1,4,0,0,73,9,1,0
22,2,11,2,2,5,1,4,0,0,66,9,0,0
58,6,8,3,2,13,1,4,0,0,17,9,1,1
76,2,11,8,4,0,4,4,9132,0,94,9,1,1
42,1,0,7,4,9,1,2,0,0,42,9,0,0
32,2,13,13,4,4,0,2,0,0,42,9,1,1
85,2,7,4,5,0,2,4,0,0,42,9,0,0
54,6,2,6,2,11,2,4,0,0,95,7,1,1
31,2,0,10,4,7,1,1,98348,0,82,9,1,0
49,2,8,14,4,5,1,4,0,0,88,9,1,0
35,2,10,5,0,2,2,4,0,0,71,9,1,1
86,2,9,12,2,0,1,4,0,0,8,8,1,0
28,2,5,13,4,5,3,4,0,0,10,9,1,0
50,2,3,14,6,4,2,2,0,0,96,9,1,0
18,2,6,3,2,11,5,4,0,0,86,9,1,0
35,2,13,8,4,6,2,3,0,0,13,9,1,1
17,2,2,3,4,11,1,4,0,0,14,9,0,0
43,2,15,14,2,12,1,4,0,0,49,9,1,1
57,2,4,14,4,0,5,4,0,0,90,3,0,0
17,2,4,8,4,6,1,4,0,0,33,9,0,0
17,4,8,11,0,2,2,4,0,0,64,9,0,0
74,2,0,9,4,6,4,4,0,0,94,9,1,1
21,2,5,14,2,5,1,4,0,0,61,5,1,1
57,2,7,4,2,13,3,4,0,0,73,9,0,0
73,2,6,13,2,10,2,4,0,0,56,9,0,1
56,4,7,5,4,13,2,4,0,0,28,9,1,0
74,2,9,4,0,7,1,4,0,0,41,9,1,0
39,5,13,1,2,13,4,4,0,0,83,9,1,0
57,2,0,4,4,5,5,4,0,0,21,9,1,0
49,1,4,11,2,2,3,2,0,3224,47,9,0,0
78,2,14,9,4,10,1,4,0,0,70,9,1,0
62,5,10,5,4,13,2,4,0,0,86,9,0,0
53,4,12,7,2,10,5,4,0,0,66,0,0,0
21,6,12,3,2,2,5,4,0,0,80,9,1,0
21,2,10,7,2,13,4,4,0,0,30,9,1,0
82,2,8,5,2,6,3,4,0,0,41,9,1,1
58,0,3,12,2,11,2,4,0,0,81,5,1,0
33,2,15,1,2,3,2,4,0,0,58,9,1,1
51,2,6,1,0,13,3,4,0,0,82,9,1,0
69,2,0,11,2,2,1,4,0,0,2,9,1,0
20,1,14,7,2,7,4,4,0,0,51,7,1,0
36,2,12,4,4,13,3,2,0,0,51,9,0,0
80,2,6,5,2,5,2,4,0,0,88,2,0,0
27,0,3,11,5,3,0,4,0,0,97,9,1,1
78,2,10,14,2,7,0,4,0,0,31,9,1,0
36,5,0,10,0,6,5,4,0,3556,5,9,1,0
52,2,8,9,2,7,3,4,0,0,91,9,0,0
33,4,8,1,2,8,1,4,0,0,15,4,1,0
39,2,9,12,4,0,2,4,0,0,18,9,1,1
48,2,13,4,2,0,2,4,0,0,86,9,1,0
65,2,9,6,2,0,3,4,0,0,36,9,1,0
59,2,10,6,0,0,4,4,0,0,5,9,0,0
33,2,15,1,5,1,3,4,0,0,40,9,1,0
36,1,6,10,2,11,3,1,0,0,98,9,0,1
46,2,1,4,2,10,3,4,0,0,16,5,1,0
73,2,4,9,4,7,2,4,0,0,77,9,1,1
18,2,8,9,0,0,0,4,0,0,17,9,1,0
42,2,12,1,2,7,5,1,54929,0,95,9,1,0
85,6,7,5,0,5,3,4,0,0,31,9,1,1
42,0,10,2,4,13,5,4,0,0,49,9,0,0
47,2,0,5,2,13,0,4,0,0,72,9,1,1
50,2,8,7,2,2,3,1,0,0,92,9,1,0
63,5,12,12,2,6,0,4,79230,0,35,7,1,0
49,2,9,2,0,13,2,4,0,0,81,9,1,1
65,2,0,14,2,1,1,4,0,0,91,9,0,0
53,2,11,5,2,8,2,4,0,0,61,9,1,0
81,2,0,4,0,9,3,4,0,0,18,9,1,0
28,2,12,15,2,3,2,3,0,0,35,9,1,0
82,5,14,15,2,13,1,4,0,0,3,9,0,0
34,1,6,6,0,1,1,4,0,4045,82,5,1,1
89,6,13,5,0,3,3,4,0,0,21,9,0,0
18,2,10,8,2,11,4,4,0,0,30,9,0,0
22,2,13,9,2,5,3,4,0,0,17,9,0,1
63,2,8,4,4,10,2,4,0,0,94,9,0,0
42,2,8,7,4,10,0,4,0,0,81,9,1,1
18,2,12,4,4,8,0,4,0,0,74,9,0,0
82,2,12,7,6,6,0,2,89154,0,84,9,1,1
36,2,7,7,4,0,5,4,0,0,6,9,1,0
39,2,14,12,2,2,3,4,42033,0,40,9,0,1
22,2,5,7,4,11,1,4,90449,0,2,9,1,1
88,2,6,9,0,5,3,4,0,0,44,9,1,0
54,2,4,14,3,6,4,4,0,0,39,1,1,1
63,2,3,7,4,12,2,4,0,0,22,9,0,0
63,3,1,10,5,0,3,4,0,0,39,9,1,0
48,2,3,10,2,13,1,4,0,2648,2,9,0,0
86,2,10,10,2,12,5,1,0,3346,42,9,1,0
40,0,6,6,0,8,2,2,0,0,10,9,0,0
17,2,1,1,3,6,5,4,0,0,83,9,1,0
89,2,5,10,4,11,4,4,0,0,5,9,0,0
62,1,4,11,2,8,2,4,0,2285,21,9,1,0
28,1,10,15,2,7,0,4,89779,3338,62,9,1,1
75,2,12,13,2,6,5,4,0,0,93,9,0,1
58,2,4,1,2,3,1,4,39736,0,32,9,1,0
31,1,7,1,4,8,4,4,0,0,75,9,1,1
66,2,10,11,2,4,1,4,49016,0,43,9,0,1
63,2,4,15,2,13,2,4,0,0,81,9,0,0
57,2,4,15,0,5,1,4,0,0,24,9,0,1
78,4,10,2,4,12,1,4,0,0,37,9,1,1
40,1,6,15,5,1,1,4,0,0,80,9,0,0
51,2,9,15,0,7,1,4,0,0,72,9,1,0
56,2,2,1,2,8,3,4,0,0,31,9,0,0
42,2,6,14,5,2,3,4,80803,0,20,9,0,0
82,2,10,15,2,8,2,4,0,0,23,9,1,1
23,2,0,9,2,5,3,2,0,0,97,9,1,0
52,4,11,13,2,5,0,1,0,0,84,9,0,1
49,4,9,10,2,8,4,4,0,0,5,9,1,0
38,2,7,14,0,1,2,4,29594,4020,35,9,0,0
71,2,4,2,2,7,3,4,0,0,41,9,0,0
28,2,1,2,2,9,5,2,0,0,53,9,1,0
44,2,10,15,2,6,5,4,0,0,37,9,0,0
29,6,6,13,4,3,3,4,0,0,62,9,1,0
44,6,10,15,0,2,3,4,0,0,26,9,1,0
45,2,11,9,0,1,5,4,0,0,69,9,1,1
19,4,6,11,2,8,5,4,0,0,73,9,0,1
27,4,1,12,4,2,3,4,0,0,21,9,1,1
19,4,10,13,5,10,4,4,0,0,59,9,1,1
33,1,0,8,4,2,3,1,0,0,96,9,1,0
80,2,0,11,4,0,2,2,0,0,56,9,0,1
26,4,6,4,4,4,3,4,0,0,89,9,1,1
21,2,3,15,6,8,3,4,0,0,17,9,1,0
18,5,4,9,2,1,5,4,28698,0,9,9,1,0
77,1,11,12,4,9,4,4,0,3030,62,9,1,1
49,2,0,3,0,3,4,4,0,0,19,9,1,0
88,4,15,12,2,6,1,4,0,0,66,9,1,0
18,5,9,1,0,10,2,4,0,0,22,9,0,0
74,2,6,9,4,7,4,2,0,0,4,7,1,1
51,2,13,11,2,10,4,4,86046,0,38,9,0,0
89,2,0,2,4,7,0,4,0,0,88,9,1,0
39,2,12,13,3,4,5,1,80979,0,32,9,1,0
67,1,6,10,4,1,5,2,0,0,45,9,0,1
50,5,7,13,4,3,1,4,0,0,95,9,1,0
29,2,0,2,2,4,5,4,91911,0,24,9,1,0
36,2,8,7,2,8,0,4,0,0,33,9,0,0
88,2,13,14,0,12,5,4,0,0,27,9,1,1
56,4,12,12,2,12,5,4,0,0,46,9,1,1
59,2,14,1,4,7,3,4,0,0,74,9,1,0
49,4,8,7,2,2,2,4,0,0,25,9,0,0
82,2,13,6,5,8,1,4,20965,0,92,9,1,1
65,2,12,8,2,7,1,4,0,0,81,9,1,0
58,2,0,5,6,13,5,4,0,0,35,9,0,0
21,6,4,13,0,9,5,4,0,0,12,9,1,1
62,0,13,15,2,13,1,4,0,0,30,9,0,1
33,2,14,8,2,3,4,4,49655,0,65,9,0,0
33,3,9,6,0,8,3,4,41544,2437,71,9,1,1
49,2,6,3,4,8,4,4,0,0,20,9,0,0
55,2,15,8,4,11,1,4,0,0,82,9,1,1
62,4,4,1,0,7,1,4,0,0,1,9,0,0
50,2,15,12,4,8,3,4,0,0,26,9,1,1
38,4,4,15,2,3,1,1,0,0,97,9,1,1
32,2,2,13,2,12,0,2,83689,0,33,9,0,1
20,6,12,9,2,11,0,4,22847,0,40,9,1,0
55,2,3,1,4,0,4,2,0,0,81,9,1,1
24,2,15,14,2,0,5,4,0,0,95,1,0,0
75,2,0,1,2,4,1,4,0,0,67,9,0,0
18,2,13,14,4,7,4,4,10486,0,24,9,0,1
80,3,14,10,2,12,1,4,0,0,45,0,0,0
17,0,14,11,0,0,1,4,0,0,81,9,0,1
72,2,4,8,2,4,1,4,0,0,10,9,1,0
70,1,15,10,2,6,2,4,0,4151,65,9,1,0
31,2,6,8,2,5,2,4,0,0,82,9,1,1
41,2,12,6,2,2,3,1,0,0,70,9,0,1
57,2,6,14,2,7,1,2,0,0,26,9,1,0
72,2,2,8,2,5,1,2,0,0,61,9,1,0
22,3,3,14,2,12,5,4,0,0,58,9,1,0
68,2,13,6,4,6,4,4,0,0,51,9,0,1
50,4,4,7,5,2,2,4,0,0,45,9,1,0
88,2,7,5,2,1,0,0,0,0,43,9,1,0
40,2,2,12,2,0,3,4,0,0,54,9,1,1
26,2,4,9,2,7,5,4,0,0,50,9,1,1
52,2,0,14,4,5,5,4,0,0,54,9,0,0
55,2,0,7,3,9,3,4,0,0,14,9,0,0
19,4,2,2,2,9,0,4,0,0,25,9,0,0
55,0,10,3,4,4,0,4,0,2932,79,9,0,0
84,2,11,1,1,0,3,4,25025,0,89,9,0,0
51,2,14,15,2,7,1,4,0,0,83,9,1,0
70,2,10,10,2,5,0,4,0,0,10,9,1,0
20,2,11,12,2,7,2,4,0,0,18,9,1,0
37,2,1,6,4,11,3,4,0,0,89,9,1,0
44,2,3,8,0,6,5,4,0,0,13,9,1,0
58,2,0,8,4,11,2,4,0,0,35,9,0,0
23,2,15,9,4,0,3,4,0,0,56,9,0,0
85,2,1,4,4,11,5,4,0,0,7,9,1,0
81,2,12,3,2,13,1,4,0,0,9,3,1,0
53,4,6,9,2,12,4,4,0,0,66,9,1,0
65,2,11,13,4,9,2,4,63031,0,50,5,1,0
39,2,4,12,2,1,3,3,30142,0,65,9,1,1
53,2,0,8,0,2,3,4,0,0,48,9,1,0
47,2,4,9,2,5,1,4,0,0,62,9,1,0
56,5,10,3,0,8,2,4,0,0,57,9,1,1
63,1,10,8,1,5,5,4,0,0,53,9,1,0
46,2,8,1,0,12,3,4,0,0,35,9,1,0
44,2,9,4,0,7,5,4,0,0,50,9,0,0
30,1,8,5,2,1,3,4,0,0,54,9,1,1
33,2,15,14,4,12,0,4,0,0,86,6,0,1
42,2,6,15,4,10,2,4,0,0,82,9,1,1
84,2,6,3,2,3,2,4,0,0,54,9,1,0
50,2,6,8,4,7,0,4,0,0,6,1,0,0
55,2,5,8,3,8,2,4,0,0,25,9,1,0
31,0,0,14,2,3,1,4,0,0,70,9,1,1
82,2,4,15,0,12,4,4,0,0,77,9,0,0
74,2,11,9,2,5,5,4,38323,1410,81,5,0,0
21,1,2,9,4,13,4,4,0,0,37,9,1,0
68,2,8,9,0,9,1,4,0,0,33,9,1,0
76,6,9,10,0,8,1,4,0,0,4,9,1,1
76,0,7,3,2,2,0,4,0,0,16,9,1,0
42,2,1,14,0,6,2,1,0,0,50,9,0,0
31,2,12,1,2,10,0,2,0,0,54,9,1,1
80,2,2,6,4,8,1,4,0,0,80,9,0,0
83,2,8,15,2,11,4,4,0,0,67,9,1,1
60,2,7,1,6,7,3,2,0,0,74,9,1,0
17,6,11,13,2,1,5,4,0,0,35,9,1,0
70,2,12,10,2,5,3,4,0,0,2,9,1,0
34,4,15,8,4,8,0,4,0,0,89,9,1,0
21,2,13,8,4,4,3,4,18248,0,98,9,1,0
81,2,15,10,6,0,0,4,84557,0,11,5,1,1
57,2,0,8,6,0,2,1,0,0,45,9,1,0
78,2,3,10,2,7,1,2,58924,0,48,9,1,0
72,6,0,4,4,0,3,4,0,0,63,0,0,0
45,2,4,7,1,13,5,4,0,0,87,9,1,0
73,2,4,13,2,11,1,4,0,0,95,9,1,1
62,2,4,15,2,13,5,4,0,0,17,9,1,0
64,2,2,2,4,9,0,2,0,0,32,9,0,0
75,2,3,5,2,7,5,4,0,0,15,9,0,0
44,2,13,9,2,7,3,4,72717,0,90,9,1,1
72,2,2,3,2,5,0,4,0,0,55,0,1,0
60,2,3,5,2,12,3,4,0,0,60,9,1,0
58,2,0,7,0,1,1,4,0,0,3,9,0,0
45,2,8,5,4,5,1,4,0,0,69,9,1,0
32,1,11,10,2,10,4,4,0,0,93,9,1,0
53,5,3,4,2,5,1,4,0,0,40,5,1,1
53,4,0,5,0,13,5,4,0,0,13,9,1,0
76,2,11,13,4,2,1,4,0,0,14,9,1,0
23,3,14,13,2,3,5,4,0,0,16,1,1,1
64,2,5,14,4,5,2,4,0,0,15,9,1,0
61,2,0,2,0,0,1,4,0,0,22,9,1,0
57,6,7,12,2,12,1,4,0,0,20,9,0,0
86,4,14,8,2,8,4,1,0,0,4,9,0,0
82,2,1,11,4,3,0,4,0,0,64,9,1,0
53,5,0,13,4,6,2,4,59471,0,27,9,1,0
23,2,5,8,2,9,2,4,0,0,66,9,1,1
86,2,9,14,2,0,0,4,0,0,14,9,1,0
19,4,4,11,4,5,2,4,0,0,2,9,0,1
70,2,9,10,4,13,1,4,0,0,50,9,0,1
35,4,15,7,4,11,3,4,0,0,21,9,0,0
49,2,0,12,2,5,2,4,0,0,36,9,0,0
64,6,4,11,2,13,1,3,0,0,48,9,0,0
52,4,12,1,4,5,1,2,0,0,38,9,0,1
41,2,2,11,4,7,0,4,0,0,81,9,0,1
43,2,0,1,2,6,5,4,0,0,75,9,0,0
72,2,12,8,2,6,4,4,0,0,16,9,0,0
20,4,8,3,0,11,5,4,0,0,21,9,0,0
36,4,12,14,0,3,0,4,0,0,19,9,1,0
20,2,11,5,2,11,1,4,0,0,86,9,1,0
49,4,10,5,6,12,2,4,0,0,83,9,1,0
78,6,4,13,3,8,2,4,30889,0,2,9,0,0
36,2,5,5,2,5,4,4,0,0,11,9,1,1
18,2,6,8,0,11,3,4,0,0,36,9,1,0
68,2,0,13,2,5,2,4,0,0,62,9,1,0
40,1,14,14,4,5,2,4,0,0,95,5,1,1
44,2,6,5,4,9,1,4,0,0,97,9,0,0
68,2,6,11,0,6,2,4,0,0,97,9,1,1
20,2,7,10,2,11,0,4,0,0,61,9,1,1
57,4,12,13,0,12,2,4,0,0,38,9,0,0
59,2,0,14,4,5,1,2,0,0,53,9,1,0
76,4,5,13,2,8,1,2,0,0,95,9,1,1
67,1,14,12,2,6,4,4,0,0,11,9,1,0
38,2,4,6,2,9,0,4,0,0,74,9,1,1
79,2,3,2,0,8,2,4,0,0,95,9,1,1
64,1,7,4,2,12,5,4,0,0,65,9,1,1
20,2,5,11,4,6,5,4,0,0,66,9,1,0
89,2,7,3,4,4,3,4,0,0,62,9,1,0
18,0,4,10,0,3,4,4,0,0,20,9,1,1
40,6,7,11,0,2,5,4,0,0,94,9,1,1
77,2,12,11,2,7,3,4,0,0,79,9,1,0
32,2,9,11,2,1,5,1,0,0,79,9,1,0
85,6,9,4,2,9,3,4,0,0,28,9,0,0
33,4,4,2,4,1,5,4,0,0,14,9,0,0
31,2,12,10,2,2,0,1,0,0,4,9,1,1
59,2,1,6,1,11,2,4,0,0,57,9,0,1
22,2,13,5,2,7,2,2,0,0,85,9,0,0
37,2,11,2,2,5,4,4,0,0,28,9,0,0
81,0,14,13,2,11,3,4,0,0,93,9,0,0
37,2,15,8,4,3,0,4,0,0,14,9,0,1
74,0,13,6,2,0,4,1,5871,0,21,9,1,0
48,5,1,7,5,6,0,4,0,0,21,9,0,0
60,2,12,3,4,4,0,4,0,0,38,9,1,1
49,1,9,12,2,8,1,2,0,0,83,9,0,1
53,0,2,3,0,0,2,4,0,0,80,9,0,0
49,2,9,4,2,13,0,4,0,0,5,9,1,0
28,2,5,11,4,13,0,4,71184,0,8,9,1,0
77,4,5,11,2,5,5,3,58268,0,63,9,1,1
63,3,12,4,2,1,2,4,0,918,78,9,1,0
67,2,10,9,2,8,1,4,0,0,43,9,1,0
61,5,0,14,2,12,4,2,0,0,81,9,1,0
21,3,14,11,2,10,4,4,0,0,41,9,1,1
71,2,12,12,3,8,3,4,0,0,61,9,1,1
69,2,10,12,2,4,5,4,0,0,64,9,1,0
69,2,6,9,2,8,3,4,72038,0,94,9,1,0
51,0,13,2,4,8,2,4,0,0,61,9,1,0
79,2,14,13,2,8,4,4,66879,0,62,9,0,0
24,2,4,11,3,6,1,4,0,0,52,9,1,0
26,2,14,11,4,4,4,4,0,0,6,9,1,0
33,2,11,11,2,11,5,3,0,0,70,9,1,1
66,2,11,7,2,12,0,4,0,0,22,9,0,1
23,2,14,3,4,3,3,4,0,0,17,9,0,0
33,0,7,1,0,6,1,4,0,0,68,9,0,0
66,4,0,9,0,13,2,4,0,0,15,9,1,0
76,0,5,8,2,10,3,4,0,0,88,4,0,0
82,2,4,11,4,10,1,4,0,0,1,9,0,0
80,0,6,11,0,13,0,4,0,0,74,9,0,0
31,2,0,12,2,9,3,4,0,0,4,9,0,0
72,2,14,13,2,4,4,2,0,0,95,9,1,0
89,2,0,12,1,5,5,4,0,0,68,9,1,1
35,2,11,4,4,5,3,4,0,0,83,9,1,0
64,1,9,4,4,5,2,4,10424,0,89,9,1,0
58,2,7,6,4,7,3,4,0,0,9,9,1,1
23,2,10,7,4,13,4,4,0,0,11,9,0,0
17,6,10,10,4,8,2,4,0,0,77,9,1,0
79,2,9,7,4,7,2,4,0,0,97,9,1,1
42,2,1,12,4,0,3,4,0,0,49,9,1,1
61,2,5,15,2,12,1,4,89423,0,90,9,1,0
